Date,Course,Off,Name,Type,Class,Pattern,Rating_Band,Age_Band,Sex_Rest,Dist,Dist_Y,Dist_M,Dist_F,Going,Num,Pos,Ran,Draw,Btn,Ovr_Btn,Horse,SP,Dec,Age,Sex,Wgt,Lbs,HG,Time,Jockey,Trainer,OR,RPR,TS,Prize,Sire,Dam,Damsire,Owner,Comment
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,4,5,12,5,0.3,2.5,Larson (AUS),9/2,5.50,4,G,8-10,122,p,0:57.12,Chad Schofield,F C Lor,86,95,,7446.81,Better Than Ready (AUS),La Tikka Rosa (AUS),Freeze,Vincent Li Hoi Yuen,Led - headed after 2f - ridden inside 2f out - no extra final 125yds
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,1,6,12,9,.75,3.25,Hong Kong Win (AUS),13/1,14.00,5,G,9-4,130,b,0:57.24,Antoine Hamelin,J Size,94,101,,,Mossman (AUS),With Apologies (AUS),Testa Rossa,Dr Patrick Ko Tak Him,Towards rear - ridden 1 1/2f out - driven and kept on final 150yds - nearest finish
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,7,7,12,12,.75,4,Golden Dash (AUS),44/5,9.80,6,G,8-6,118,tb,0:57.37,Matthew Poon,C S Shum,84,88,,,Snitzel (AUS),Aussie Christmas (USA),Johannesburg,Weber Lo Wai Pak Chew Sein Mene Harry Chan Tin Sang,Towards rear - wide into straight - ridden 1 1/2f out - stayed on final 100yds - never dangerous
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,6,8,12,11,.75,4.75,Gentle Breeze (AUS),108/1,109.00,6,G,8-1,113,b,0:57.49,K H Alfred Chan,P F Yiu,84,85,,,Foxwedge (AUS),Marjorie (AUS),Langfuhr,Sin Kang Yuk,Towards rear - ridden inside 2f out - wide into straight - kept on final 150yds - never dangerous
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,10,9,12,1,0.1,4.75,Allied Agility (AUS),32/5,7.40,5,G,8-6,118,ht,0:57.51,Alexis Badel,P F Yiu,82,83,,,Star Witness (AUS),Spooked (NZ),Scaredee Cat,Chan Kwok Yuen Man Pui Kwan Et Al,In touch in midfield - ridden over 2f out - no extra final furlong
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,12,10,12,8,1.25,6,Saul's Special (AUS),27/1,28.00,7,G,8-6,118,hb,0:57.70,V Borges,C W Chang,82,79,,,Charge Forward (AUS),Cortina Gal (AUS),Flying Spur,Chen Zhuo Lin,In rear - ridden 1 1/2f out - some late headway - never in contention
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,5,11,12,4,1.5,7.5,Beauty Amigo (IRE),121/1,122.00,5,G,8-9,121,b,0:57.95,M L Yeung,David A Hayes,85,76,,,Kodiac (GB),Hurricane Emma (USA),Mr Greeley,Beauty Team Syndicate,Towards rear - some headway on inside from inside 2f out - ridden 1 1/2f out - weakened inside final furlong
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,11,12,12,3,.5,8,Mr Lumieres (AUS),47/1,48.00,7,G,8-3,115,,0:58.03,H T Mo,D J Hall,82,71,,,Congrats (USA),Zakynthos Star (AUS),Dehere,Allen Shi Lop Tak,Towards rear of midfield - ridden over 2f out - weakened final 100yds
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,1,1,12,11,0,0,Amazing Star (NZ),101/10,11.10,6,G,8-11,123,,1:8.61,Jerry Chau,Jimmy Ting,100,109,,121276.60,Darci Brahma (NZ),Bright Abyss (USA),Royal Academy,Grinders Racing Club Syndicate,In touch in midfield - ridden under 2f out - wide into straight - good headway from 1 1/2f out - led 1f out - kept on strongly and in command final furlong - eased close home
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,10,2,12,7,1.25,1.25,Golden Dash (AUS),14/1,15.00,6,G,8-2,114,tb,1:8.82,Matthew Poon,C S Shum,83,88,,46808.51,Snitzel (AUS),Aussie Christmas (USA),Johannesburg,Weber Lo Wai Pak Chew Sein Mene Harry Chan Tin Sang,Tracked leaders - chased leader 3 1/2f out - ridden 1 1/2f out - kept on well final furlong - no impression on winner
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,7,3,12,5,.5,1.75,California Rad (AUS),6/5F,2.20,4,G,8-7,119,tb,1:8.90,Karis Teetan,A S Cruz,86,89,,24468.09,Fastnet Rock (AUS),Radharcnafarraige (IRE),Distorted Humor,Charmian Liang Shun Ming,Midfield - ridden under 2f out - driven and stayed on final furlong - nearest finish
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,5,4,12,10,1.5,3.25,Beauty Applause (AUS),11/2,6.50,5,G,8-8,120,t,1:9.15,Joao Moreira,J Size,87,86,,12765.96,Stratum (AUS),Easy Step (AUS),Arena,Junbon Chan Chun Bong,Led - ridden 1 1/2f out - headed 1f out - no extra inside final furlong
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,3,5,12,9,.75,4,Massive Pocket (AUS),83/10,9.30,7,G,8-9,121,,1:9.28,C Y Ho,K W Lui,88,84,,7446.81,Stratum (AUS),Sprung (USA),Grand Slam,Chan Kam Hung,Towards rear - ridden 1 1/2f out - stayed on well final 150yds - nearest finish
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,4,6,12,2,.5,4.5,Ugly Warrior (NZ),10/1,11.00,6,G,8-4,116,v,1:9.36,C Victor Wong,Y S Tsui,88,83,,,Swiss Ace (AUS),Ugly Betty (AUS),High Yield,Just Fantastic Syndicate,Midfield - ridden under 2f out - effort 1 1/2f out - weakened final 100yds
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,12,7,12,1,1,5.5,Touch Of Luck (AUS),10/1,11.00,6,G,8-2,114,p,1:9.53,V Borges,Douglas Whyte,81,72,,,Hard Spun (USA),Seamstress (AUS),Rorys Jester,Pardeep Kumar Ramchandani,Towards rear of midfield - ridden and no impression from under 2f out
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,8,8,12,6,.5,6,Mega Heart (AUS),58/1,59.00,8,G,8-7,119,t,1:9.61,Antoine Hamelin,C W Chang,86,76,,,Foreplay (AUS),The Baroness (AUS),Viscount,Mok Kam Hung Michael Mok Kwan Yuen,Towards rear - ridden 1 1/2f out - kept on final furlong - never dangerous
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,6,9,12,8,1.5,7.5,Magnificent (GB),54/1,55.00,5,G,8-5,117,,1:9.86,H T Mo,L Ho,87,72,,,Zebedee (GB),Barathea Dancer (IRE),Barathea,Ting Ping Sing Sherman Ting Wing Cheung,Towards rear - ridden 2 1/2f out - some late headway - never in contention
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,11,10,12,4,0.3,7.75,Team Spirit (AUS),17/1,18.00,6,G,8-4,116,tb,1:9.90,M L Yeung,W Y So,83,67,,,Strategic (AUS),Forget Ima Lady (AUS),Lion Hunter,Pang Wai Hak Pang Ka Yeung Andy Pang Ka Wai,Chased leader - dropped to 3rd 3 1/2f out - ridden 2f out - weakened from 1 1/2f out
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,2,11,12,12,1,8.75,Waldorf (NZ),36/1,37.00,6,G,9-0,126,tb,1:10.07,K H Alfred Chan,A S Cruz,100,81,,,Highly Recommended (AUS),Skite (NZ),Pins,Peter Young Wai Po,Always outpaced and behind
2020-09-23,Happy-Valley,3:50,Big Wave Bay Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,9,12,12,3,1.5,10.25,Beauty Amigo (IRE),16/1,17.00,5,G,8-7,119,b,1:10.32,Chad Schofield,David A Hayes,85,62,,,Kodiac (GB),Hurricane Emma (USA),Mr Greeley,Beauty Team Syndicate,Dwelt - towards rear of midfield - ridden 2f out beaten when eased 100yds out
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,3,1,12,1,0,0,Waldorf (NZ),114/10,12.40,5,G,9-1,127,tb,1:8.56,Karis Teetan,A S Cruz,94,105,,115764.02,Highly Recommended (AUS),Skite (NZ),Pins,Peter Young Wai Po,Held up towards rear - ridden under 2f out - good headway on inner 1 1/2f out - stayed on strongly final furlong - led close home - driven out
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,11,2,12,10,0.3,0.3,Highland Fortune (USA),23/10F,3.30,4,G,8-5,117,,1:8.61,C Y Ho,K W Lui,82,94,,44680.85,Declaration Of War (USA),Pan Dulce (USA),Candy Ride,Peter Chu Ka Lok,Towards rear of midfield - steady headway on inner from over 2f out - ridden under 2f out - stayed on well final furlong - led 100yds out - headed by strong-finisher close home
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,1,3,12,6,1.25,1.5,Shining Ace (AUS),12/1,13.00,4,G,9-7,133,b,1:8.81,Chad Schofield,J Size,100,106,,23355.90,Testa Rossa (AUS),Dance Idol (AUS),Danehill Dancer,Gerald Siu Chi Shing,Midfield on outside - wide into straight - ridden 1 1/2f out - stayed on well final 150yds out - nearest finish
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,7,4,12,12,0.1,1.75,Winning Method (AUS),71/10,8.10,3,G,8-8,120,t,1:8.87,Matthew Chadwick,C S Shum,87,93,,12185.69,Holy Roman Emperor (IRE),Out Of Egypt (USA),Red Ransom,Ho Tai Hing,Towards rear of midfield - ridden over 2f out - very wide into straight - stayed on strongly final 100yds - nearest finish
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,4,5,12,7,0.3,2,Victoriam (AUS),29/10,3.90,4,G,9-0,126,,1:8.89,Zac Purton,K W Lui,93,98,,7108.32,I Am Invincible (AUS),Quality Impulse (AUS),Elusive Quality,Victoriam Syndicate,In touch in midfield - ridden 1 1/2f out - stayed on final furlong - nearest finish
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,5,6,12,8,0.3,2.25,Ugly Warrior (NZ),86/1,87.00,5,G,8-7,119,v1,1:8.94,C Victor Wong,Y S Tsui,91,95,,,Swiss Ace (AUS),Ugly Betty (AUS),High Yield,Just Fantastic Syndicate,Led - ridden 2f out - driven over 1f out - headed 100yds out - weakened closing stages
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,10,7,12,9,1,3.25,Sparkling Dragon (NZ),31/1,32.00,5,G,8-1,113,t,1:9.10,H T Mo,A T Millard,83,84,,,OReilly (NZ),Shining Light (NZ),Star Way,Kowloon Tong Club Syndicate,Chased leader - ridden under 2f out - no extra final 100yds
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,6,8,12,2,.5,3.75,Encore Boy (AUS),10/1,11.00,6,G,8-8,120,b,1:9.19,T H So,P F Yiu,89,88,,,Smart Missile (AUS),Miss Bellezza (AUS),Flying Spur,Joy Plus Luck Syndicate,In touch in midfield - ridden to chase leading pair 2f out - no extra final 100yds
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,12,9,12,5,.75,4.5,Racing Fighter (NZ),19/1,20.00,5,G,8-1,113,tb,1:9.31,Matthew Poon,C H Yip,82,79,,,Mastercraftsman (IRE),Comme Tu Veux (NZ),Howbaddouwantit,Caaf Syndicate,In rear - ridden 2f out - driven and kept on final furlong - never dangerous
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,9,10,12,11,.75,5.25,Sunny Boy (AUS),9/1,10.00,5,G,8-5,117,tb,1:9.44,V Borges,John Moore,84,78,,,Star Witness (AUS),Hilton Head (AUS),Fastnet Rock,Matthew Wong Leung Pak,In touch on outside - wide into straight and lost place - ridden and no impression from 1 1/2f out
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,8,11,12,3,3.5,8.75,Saul's Special (AUS),46/1,47.00,6,G,7-12,110,hb,1:10.02,K H Alfred Chan,C W Chang,84,67,,,Charge Forward (AUS),Cortina Gal (AUS),Flying Spur,Chen Zhuo Lin,Always towards rear
2020-07-15,Happy-Valley,3:50,Cheong Ming Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,2,12,12,4,7.5,16.25,Yee Cheong Baby (AUS),10/1,11.00,4,G,8-6,118,et,1:11.27,Jerry Chau,Jimmy Ting,95,54,,,Sebring (AUS),Dama De Noche (AUS),Snippets,Choi Hiu Fung Choi Yu So Fong,Tracked leaders - lost place 2f out - soon struggling - eased final furlong
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,11,1,12,10,0,0,Solar Wai Wai (AUS),43/5,9.60,4,G,8-4,116,,1:38.58,Karis Teetan,F C Lor,81,91,,115764.02,Snitzel (AUS),Cape Princess (NZ),Cape Cross,Ho Hui Wing Ka Ho Siu Kong,Chased leader - ridden 2f out - pressed leader final furlong - led 75yds out - soon in command - ridden out
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,6,2,12,9,1.25,1.25,Magnificent (GB),7/1,8.00,5,G,8-6,118,,1:38.79,H T Mo,L Ho,86,93,,44680.85,Zebedee (GB),Barathea Dancer (IRE),Barathea,Ting Ping Sing Sherman Ting Wing Cheung,Led - ridden 1 1/2f out - pressed final furlong - headed 75yds out - no extra closing stages
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,5,3,12,3,0.3,1.5,Green Luck (AUS),87/10,9.70,5,G,8-9,121,v1,1:38.83,Chad Schofield,C Fownes,86,92,,23355.90,Street Cry (IRE),Damah Lady (AUS),Mukaddamah,Li Wing Hon,Tracked leaders - ridden 2f out - kept on final furlong - not able to challenge
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,8,4,12,1,1,2.5,Sunshine Warrior (AUS),6/1,7.00,5,G,8-5,117,tp,1:39.00,C Y Ho,A S Cruz,82,86,,12185.69,Pierro (AUS),Keep The Peace (NZ),Keeper,Jenny Tam Yuk Ching,Took keen hold in midfield - ridden over 2f out - stayed on final 100yds
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,4,5,12,2,0.3,2.75,Star Shine (AUS),27/10F,3.70,6,G,9-0,126,t,1:39.04,Zac Purton,K W Lui,91,94,,7108.32,Magic Albert (AUS),Kvarena (AUS),Arena,Sunny Bright Syndicate,Towards rear of midfield - ridden 2f out - wide into straight - stayed on final 150yds
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,9,6,12,4,0.3,3.25,Easy Go Easy Win (NZ),29/1,30.00,5,G,8-4,116,v,1:39.12,V Borges,Douglas Whyte,81,84,,,Savabeel (AUS),Tootsie (NZ),Pins,Barry Lee Wing Tai,Took keen hold - in touch - ridden and kept on same pace from 2f out
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,3,7,12,6,0.3,3.5,Shining Gem (AUS),25/1,26.00,4,G,9-2,128,p,1:39.16,K C Leung,P F Yiu,93,95,,,Makfi (GB),Raneen (NZ),Perfectly Ready,Liza Chen Shau Enig,Towards rear - ridden over 2f out - stayed on final 100yds - never dangerous
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,1,8,12,5,0.3,3.75,Butterfield (BRZ),51/10,6.10,5,G,8-11,123,t,1:39.20,Jerry Chau,C S Shum,98,99,,,Setembro Chove (BRZ),Londrinita (ARG),Fahim,Yue Yun Hing,In touch in midfield - ridden over 2f out - no extra final furlong
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,12,9,12,8,.75,4.5,Uncle Steve (FR),29/1,30.00,5,G,8-2,114,,1:39.33,T H So,Douglas Whyte,81,81,,,Dabirsim (FR),Great News (FR),Bering,Hubert Tien Ben Fung Ka Kin,Dwelt - towards rear - not clear run from 1 1/2f out until ridden 1f out - kept on final furlong
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,2,10,12,12,0.3,4.75,Insayshable (IRE),28/1,29.00,6,G,9-2,128,,1:39.37,Blake Shinn,Y S Tsui,93,92,,,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,Always towards rear
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,7,11,12,7,1.25,6,High Rev (AUS),69/10,7.90,5,G,8-3,115,b,1:39.58,Matthew Poon,D J Hall,82,78,,,Fastnet Rock (AUS),Invest (AUS),Dehere,Hui Chun Yuen,Always towards rear
2020-07-15,Happy-Valley,3:15,Hawthorn Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,10,12,12,11,1.5,7.5,Helena Baby (NZ),25/1,26.00,5,G,8-4,116,,1:39.83,M L Yeung,John Moore,81,74,,,Guillotine (NZ),Hot Stash (AUS),Secret Savings,Lee Ching Yiu Tang Kun Ping,Always towards rear
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,6,1,12,10,0,0,Victoriam (AUS),13/2,7.50,4,G,8-8,120,,1:9.11,Zac Purton,K W Lui,87,95,,115764.02,I Am Invincible (AUS),Quality Impulse (AUS),Elusive Quality,Victoriam Syndicate,Tracked leaders - ridden over 1f out - led inside final furlong - driven final 100yds - began to weaken close home - just held on
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,10,2,12,6,0.1,0.1,Winning Method (AUS),19/10F,2.90,3,G,8-5,117,t,1:9.14,Joao Moreira,C S Shum,84,92,,44680.85,Holy Roman Emperor (IRE),Out Of Egypt (USA),Red Ransom,Ho Tai Hing,Towards rear of midfield - briefly not clear run 1 1/2f out - soon ridden - stayed on well final furlong - just failed
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,12,3,12,3,1,1,Team Spirit (AUS),77/1,78.00,5,G,8-0,112,tb,1:9.28,T H So,W Y So,81,85,,23355.90,Strategic (AUS),Forget Ima Lady (AUS),Lion Hunter,Pang Wai Hak Pang Ka Yeung Andy Pang Ka Wai,Led - ridden 1 1/2f out - headed inside final furlong - no extra final 50yds
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,4,4,12,2,0.1,1.25,Encore Boy (AUS),9/1,10.00,6,G,8-8,120,b,1:9.33,Matthew Poon,P F Yiu,89,93,,12185.69,Smart Missile (AUS),Miss Bellezza (AUS),Flying Spur,Joy Plus Luck Syndicate,In touch - ridden 1 1/2f out - kept on final furlong
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,1,5,12,4,.5,1.75,Shining Ace (AUS),71/10,8.10,4,G,9-7,133,b,1:9.40,Chad Schofield,J Size,100,103,,7108.32,Testa Rossa (AUS),Dance Idol (AUS),Danehill Dancer,Gerald Siu Chi Shing,Towards rear of midfield - steady headway on inner from over 2f out - ridden and kept on well final furlong
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,11,6,12,7,0.1,1.75,Racing Fighter (NZ),50/1,51.00,5,G,7-12,110,tb,1:9.42,C Victor Wong,C H Yip,82,84,,,Mastercraftsman (IRE),Comme Tu Veux (NZ),Howbaddouwantit,Caaf Syndicate,Towards rear - very wide into straight - ridden 1 1/2f out - stayed on well final furlong - nearest finish
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,5,7,12,12,.75,2.5,Tornado Twist (AUS),17/1,18.00,4,G,8-9,121,ht,1:9.53,K C Leung,F C Lor,88,88,,,Denman (AUS),More Glory (AUS),More Than Ready,Fok Yuk Tong,Dwelt - towards rear - ridden 1 1/2f out - stayed on final furlong - nearest finish
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,9,8,12,8,.5,3,Sparkling Dragon (NZ),67/10,7.70,5,G,8-5,117,t,1:9.61,Antoine Hamelin,A T Millard,84,82,,,OReilly (NZ),Shining Light (NZ),Star Way,Kowloon Tong Club Syndicate,Midfield - ridden and kept on same pace from 1 1/2f out
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,3,9,12,5,.75,3.75,Waldorf (NZ),87/10,9.70,5,G,9-1,127,tb,1:9.73,Karis Teetan,A S Cruz,94,90,,,Highly Recommended (AUS),Skite (NZ),Pins,Peter Young Wai Po,Towards rear - ridden 1 1/2f out - kept on final furlong - never dangerous
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,2,10,12,1,.5,4.25,Country Star (AUS),83/10,9.30,4,G,8-10,122,,1:9.82,K H Alfred Chan,J Size,96,90,,,Starcraft (NZ),Moonrush (AUS),Encosta De Lago,Hk Country Club Racing Syndicate,In touch - ridden to chase leaders 1 1/2f out - weakened final furlong
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,7,11,12,11,2.75,7,Beauty Amigo (IRE),11/1,12.00,5,G,8-6,118,b,1:10.28,V Borges,John Moore,85,70,,,Kodiac (GB),Hurricane Emma (USA),Mr Greeley,Beauty Team Syndicate,Midfield on outside - wide into straight - ridden 1 1/2f out - weakened final furlong
2020-06-24,Happy-Valley,3:50,Magazine Gap Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,6f,1320,1207,6f,Good To Firm,8,12,12,9,2,9,Moment Of Power (AUS),146/1,147.00,7,G,8-2,114,b,1:10.61,H N Jack Wong,P OSullivan,84,63,,,Exceed And Excel (AUS),Diamond Masque (NZ),Align,Fraternity Syndicate,With leader - ridden under 2f out - weakened over 1f out
2020-06-24,Happy-Valley,2:45,Mount Cameron Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,6,1,12,9,0,0,Star Shine (AUS),77/10,8.70,6,G,8-8,120,t,1:39.02,Zac Purton,K W Lui,85,94,,115764.02,Magic Albert (AUS),Kvarena (AUS),Arena,Sunny Bright Syndicate,Towards rear of midfield - ridden 1 1/2f out - stayed on well to lead 50yds out - readily
2020-06-24,Happy-Valley,2:45,Mount Cameron Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,7,2,12,4,.5,.5,Magnificent (GB),41/5,9.20,5,G,8-3,115,,1:39.10,H T Mo,L Ho,84,91,,44680.85,Zebedee (GB),Barathea Dancer (IRE),Barathea,Ting Ping Sing Sherman Ting Wing Cheung,With leader - led 1 1/2f out - soon ridden - driven final 100yds - headed 50yds out - kept on
2020-06-24,Happy-Valley,2:45,Mount Cameron Handicap (3yo+) (Course C) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good To Firm,4,3,12,8,0.3,.75,Insayshable (IRE),14/1,15.00,6,G,9-0,126,,1:39.15,Neil Callan,Y S Tsui,92,98,,23355.90,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,Towards rear of midfield - ridden under 2f out - wide into straight - driven and stayed on final furlong - nearest finish
