Date,Course,Off,Name,Type,Class,Pattern,Rating_Band,Age_Band,Sex_Rest,Dist,Dist_Y,Dist_M,Dist_F,Going,Num,Pos,Ran,Draw,Btn,Ovr_Btn,Horse,SP,Dec,Age,Sex,Wgt,Lbs,HG,Time,Jockey,Trainer,OR,RPR,TS,Prize,Sire,Dam,Damsire,Owner,Comment
2020-01-22,Happy-Valley,2:15,Hoi Yuen Handicap (Div I) (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,8,10,12,8,1.5,7,Jade Theatre (AUS),50/1,51.00,6,G,8-9,121,b,1:10.28,H W Lai,K L Man,67,59,,,Pluck (USA),Miguelita (AUS),Danehill,C Tung Chung Ho R Tung Pit Shing T Pit Ching,Slowly into stride - always towards rear
2020-01-22,Happy-Valley,2:15,Hoi Yuen Handicap (Div I) (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,1,11,12,10,3.5,10.5,Le Terroir (AUS),48/1,49.00,4,G,9-7,133,hp,1:10.86,Blake Shinn,L Ho,79,60,,,Star Witness (AUS),Chichi Romero (NZ),OReilly,Josiah Ma Pok Man,Towards rear of midfield on outside - ridden and outpaced 1 1/2f out - weakened final furlong
2020-01-22,Happy-Valley,2:15,Hoi Yuen Handicap (Div I) (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,4,12,12,12,3.75,14.25,Baltic Success (AUS),69/10,7.90,5,G,8-13,125,t,1:11.48,Zac Purton,C S Shum,71,40,,,Exceed And Excel (AUS),Madame Pedrille (AUS),Secret Savings,Mr Mrs Hans Michael Jebsen,Led - ridden and headed over 1f out - soon beaten and eased
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,10,1,12,10,0,0,Kiram (FR),42/1,43.00,9,G,8-4,116,,1:40.42,L Hewitson,D E Ferraris,62,71,,79932.30,Elusive City (USA),King Luna (FR),Kings Best,0607 David Ferraris Trainer Syndicate,Chased leader - led halfway - ridden clear 2f out - began to weaken 50yds out - held on well
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,12,2,12,4,0.3,0.3,Farshad (GER),12/5F,3.40,6,G,8-0,112,b,1:40.47,Matthew Poon,Y S Tsui,61,68,,30851.06,Kendargent (FR),Forever Midnight (IRE),Night Shift,Yau Kwok Fai,In touch - ridden 1 1/2f out - stayed on final furlong - just held
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,9,3,12,5,.75,1,Jade Fortune (NZ),17/1,18.00,7,G,8-4,116,b,1:40.59,K C Leung,K L Man,63,69,,16126.69,Showcasing (GB),Shades Of Silk (AUS),Thunder Gulch,Christy Ng Ling Ling,In touch - chased leader under 3f out - ridden 2 1/2f out - kept on well final furlong - lost 2nd 100yds out
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,1,4,12,2,.75,1.75,Flying Quest (NZ),89/10,9.90,7,G,8-10,122,b,1:40.71,K H Alfred Chan,D J Hall,79,83,,8413.93,Alamosa (NZ),Enchant (NZ),Pentire,Raymond Tsang Heung Tak Kenneth Tsang Heung Kan,Midfield - ridden under 2f out - wide into straight - stayed on final furlong - nearest finish
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,2,5,12,11,0.1,2,Racing Luck (AUS),47/10,5.70,6,G,9-3,129,,1:40.77,C Y Ho,K W Lui,76,80,,4908.12,Street Cry (IRE),Flying Success (AUS),Flying Spur,Racing Spirit Syndicate,Towards rear - ridden 1 1/2f out - stayed on final furlong - nearest finish
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,8,6,12,1,.75,2.75,Zhan Jiang Rocks (IRE),5/2,3.50,5,G,8-5,117,t,1:40.88,Karis Teetan,W Y So,64,66,,,Big Bad Bob (IRE),Rupa (IRE),Acclamation,Zhan Jiang Syndicate,Midfield - ridden 2f out - kept on final furlong
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,11,7,12,3,1.75,4.5,Starship (AUS),26/1,27.00,7,G,8-1,113,b,1:41.17,T H So,P OSullivan,62,60,,,Husson (ARG),Ourkohinoor (AUS),King Cugat,David Sin Wai Kin,Towards rear - ridden over 2f out - kept on from over 1f out - never dangerous
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,6,8,12,9,.75,5.25,Reynolds (GB),19/1,20.00,4,G,8-9,121,,1:41.30,Joao Moreira,Douglas Whyte,68,64,,,Exceed And Excel (AUS),LAffaire Monique (GB),Machiavellian,Robert Ng Chee Siong,Towards rear - ridden 1 1/2f out - kept on final furlong - never dangerous
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,7,9,12,8,1.5,6.75,Har Har Heart (AUS),14/1,15.00,6,G,8-6,118,,1:41.55,Silvestre De Sousa,J Size,65,58,,,Myboycharlie (IRE),Dangerous Dancer (IRE),Danehill Dancer,Mr Mrs Arthur Chan Kwan Hung,Midfield on outside - wide into straight and lost place - ridden and no impression from 1 1/2f out
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,4,10,12,6,0.1,6.75,Laos Enlightenment (IRE),32/1,33.00,4,G,9-1,127,t,1:41.56,Blake Shinn,John Moore,74,66,,,Camacho (GB),Meanwhile (IRE),Haafhd,Calvin Cheng Ka Sing,Towards rear of midfield - ridden under 2f out - weakened final furlong
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,3,11,12,12,.5,7.25,Cot Campbell (SAF),9/1,10.00,5,G,9-2,128,b,1:41.63,Tony Piccone,A T Millard,75,66,,,Trippi (USA),Ebony Flyer (SAF),Jet Master,David Ng Win Loong,Towards rear of midfield - ridden 2f out - lost place 1 1/2f - soon beaten
2020-01-22,Happy-Valley,1:45,Hung To Handicap (3yo+) (Course A) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,5,12,12,7,2.25,9.5,Light My Day (AUS),260/1,261.00,4,G,8-11,123,,1:42.00,H W Lai,C H Yip,70,56,,,Dawn Approach (IRE),Clothilde (AUS),Danehill,Leung Tin Fu,Chased leader - ridden and lost place over 2f out - weakened over 1f out
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,2,1,12,3,0,0,Highly Proactive (NZ),9/10F,1.90,4,G,9-6,132,ht,1:9.44,Karis Teetan,K W Lui,79,91,,79932.30,Coats Choice (AUS),Blue Blond (NZ),Stravinsky,Mr Mrs Chan Chi Kong,Disputed lead until headed after 1 1/2f - ridden 1 1/2f out - kept on well to lead narrowly 50yds out - driven out
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,1,2,12,5,.5,.5,Shining Ace (AUS),33/10,4.30,4,G,9-7,133,b,1:9.52,Blake Shinn,J Size,80,90,,30851.06,Testa Rossa (AUS),Dance Idol (AUS),Danehill Dancer,Gerald Siu Chi Shing,Tracked leaders - led under 2f out - ridden over 1f out - kept on well until headed and no extra 50yds out
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,3,3,12,12,0.3,.75,Snap Fit (NZ),17/5,4.40,5,G,9-3,129,tb,1:9.56,Joao Moreira,C Fownes,76,85,,16126.69,Nadeem (AUS),Gold Circle (NZ),Kilimanjaro,Raymond Chu Wai Hang,In touch in midfield - ridden 2f out - kept on well from over 1f out - nearest finish
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,10,4,12,1,3,3.75,Momentum Galaxy (AUS),17/1,18.00,4,G,8-5,117,he,1:10.06,K C Leung,Jimmy Ting,64,63,,8413.93,The Factor (USA),Angels Breath (AUS),Tale Of The Cat,Tony Ng Fung Sing,In touch in midfield - tracked leaders 2f out - ridden 1 1/2f out - no extra final 75yds
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,9,5,12,7,0.3,4,Starlight (AUS),16/1,17.00,7,G,7-13,111,b1,1:10.11,K H Alfred Chan,C H Yip,68,66,,4908.12,Red Element (AUS),Bush Triumph (AUS),Bucks Pride,Yip Yuk Tong,Midfield - ridden 2 1/2f out - wide into straight - stayed on final 100yds
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,11,6,12,6,.5,4.5,Tailor Made (GB),86/1,87.00,4,G,8-5,117,,1:10.19,C Y Ho,C W Chang,63,61,,,Archipenko (USA),Malhadinha (IRE),New Approach,Marian Choi Man Yun,Dwelt - towards rear of midfield - ridden 2f out - kept on final furlong - never dangerous
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,4,7,12,2,.5,5,Breeders' Star (AUS),20/1,21.00,7,G,8-12,124,h,1:10.27,Alexis Badel,D E Ferraris,71,66,,,Jet Spur (AUS),Like The Wind (NZ),Deputy Governor,Hong Kong Breeders Club Syndicate,Towards rear - ridden 2 1/2f out - kept on final furlong - never dangerous
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,12,8,12,4,0.3,5.5,Team Fortune (AUS),204/1,205.00,8,G,8-1,113,tb,1:10.36,H N Jack Wong,W Y So,63,57,,,I Am Invincible (AUS),Lucky Beauty (AUS),Peintre Celebre,Chinese Accountants Syndicate,Midfield - ridden and no impression from under 2f out
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,7,9,12,11,0.3,5.75,Smiling City (AUS),260/1,261.00,4,G,8-11,123,p,1:10.40,L Hewitson,Douglas Whyte,70,63,,,So You Think (NZ),Laylia (AUS),Redoutes Choice,Gary Ling Kay Wai,Towards rear of midfield - ridden and outpaced 1 1/2f out - kept on final 100yds - never dangerous
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,8,10,12,9,1,6.75,Marvel Dragon (AUS),69/1,70.00,4,G,8-9,121,t,1:10.56,M L Yeung,T P Yung,68,58,,,Redoutes Choice (AUS),Jeu De Cartes (NZ),Stravinsky,Victor Chan Wai Lap,Always towards rear
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,6,11,12,8,1.75,8.5,Magic Supreme (AUS),25/1,26.00,4,G,8-11,123,,1:10.86,Grant Van Niekerk,John Moore,70,55,,,Zoustar (AUS),Any Wonder (AUS),Fasliyev,Jason Tam Siu Keung,Disputed lead until led after 1 1/2f - headed under 2f out - ridden 1 1/2f out - soon weakened
2020-01-15,Happy-Valley,2:50,Chater Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,6f,1320,1207,6f,Good,5,12,12,10,0.3,8.75,Copartner Spirit (AUS),355/1,356.00,4,G,8-9,121,h,1:10.90,H T Mo,Richard Gibson,71,55,,,I Am Invincible (AUS),Youre Discreet (AUS),Elusive Quality,Copartner Spirit Syndicate,Awkward leaving stalls and started slowly - always in rear
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,8,1,11,6,0,0,Hong Kong Win (AUS),41/20,3.05,4,G,8-7,119,b,0:56.31,Joao Moreira,J Size,66,89,,79932.30,Mossman (AUS),With Apologies (AUS),Testa Rossa,Dr Patrick Ko Tak Him,Tracked leaders - ridden under 2f out - led 1 1/2f out - went clear inside final furlong - soon in command - comfortably
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,11,2,11,1,2.75,2.75,G Unit (AUS),63/10,7.30,3,G,8-4,116,,0:56.77,Grant Van Niekerk,John Moore,63,76,,30851.06,Danerich (AUS),Jindga (AUS),Keltrice,Andy Wong Ka Wai Dickson Wong Chung Wai Adrian Gooljarry,In touch - ridden 1 1/2f out - kept on well final furlong - went 2nd 75yds out - no chance with comfortable winner
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,3,3,11,8,0.3,3,Harmony And Rich (AUS),10/1,11.00,3,G,8-13,125,h,0:56.81,Tony Piccone,W Y So,72,84,,16126.69,I Am Invincible (AUS),Express Power (AUS),Snitzel,Sze To Kin Sun,Midfield - ridden 1 1/2f out - kept on well final furlong
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,6,4,11,4,1.5,4.5,Flying Genius (AUS),6/5F,2.20,3,G,8-9,121,t,0:57.06,Karis Teetan,A S Cruz,68,75,,8413.93,All Too Hard (AUS),Sacha Royale (AUS),Fasliyev,Stella Fung Siu Wan,Led - ridden and headed 1 1/2f out - faded final furlong
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,1,5,11,5,.75,5.25,Heart Conquered (AUS),9/1,10.00,4,G,9-7,133,,0:57.19,Silvestre De Sousa,Richard Gibson,80,84,,4908.12,Akeed Mofeed (GB),Heart To Fear (AUS),Show A Heart,Sutong Pan,With leader - ridden 1 1/2f out - driven inside final furlong - weakened final 100yds
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,12,6,11,2,.75,6,The Runner (AUS),109/1,110.00,4,G,8-3,115,b,0:57.31,L Hewitson,Douglas Whyte,62,63,,,Snitzel (AUS),Femina Fashion (AUS),Shamardal,Chu Yun Lau,Midfield - ridden and no impression from 2f out
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,5,7,11,11,0.3,6.25,Massive Pocket (AUS),15/1,16.00,6,G,8-11,123,,0:57.35,C Y Ho,K W Lui,70,70,,,Stratum (AUS),Sprung (USA),Grand Slam,Chan Kam Hung,Towards rear - wide into straight - ridden 1 1/2f out - kept on final furlong - never dangerous
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,10,8,11,12,.5,6.75,Beaut Beaut (NZ),80/1,81.00,6,G,8-4,116,,0:57.44,Alexis Badel,L Ho,63,61,,,Darci Brahma (NZ),Luscious Legs (NZ),Pins,Dr Mrs Wilson Ip Chun Heng,Towards rear - ridden 1 1/2f out - kept on final furlong - never in contention
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,2,9,11,7,0.3,7.25,Jumbo Happiness (GB),46/1,47.00,7,G,9-2,128,,0:57.52,Neil Callan,C Fownes,75,72,,,Fastnet Rock (AUS),Tashzara (IRE),Intikhab,Billy Chan Wing Kwong Billy Chan Chun Kit,Towards rear - ridden and no impression from 2f out
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,9,10,11,3,5.25,12.5,Unique Treasure (GB),94/1,95.00,5,G,8-7,119,h,0:58.39,M L Yeung,Jimmy Ting,66,44,,,Exceed And Excel (AUS),Aria Di Festa (IRE),Orpen,Tsoi Wai,Towards rear of midfield - ridden 1 1/2f out - weakened final furlong
2020-01-15,Happy-Valley,2:15,Connaught Handicap (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,5f,1100,1006,5f,Good,4,11,11,10,3.75,16.25,The Weatherman (GB),222/1,223.00,4,G,8-13,125,,0:59.02,K C Leung,Douglas Whyte,72,37,,,Showcasing (GB),Sell Out (GB),Act One,Fung Pak Kei,Always towards rear
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,7,1,11,6,0,0,Solar Wai Wai (AUS),19/5,4.80,4,G,8-11,123,,1:38.61,Grant Van Niekerk,F C Lor,70,80,,79932.30,Snitzel (AUS),Cape Princess (NZ),Cape Cross,Ho Hui Wing Ka Ho Siu Kong,Chased leader - joined leader 2 1/2f out - ridden and led 1 1/2f out - kept on well final furlong - pressed closing stages - shade cosily
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,1,2,11,7,0.3,0.3,Savvy Nine (FR),42/1,43.00,4,G,9-7,133,t,1:38.66,L Hewitson,John Moore,80,89,,30851.06,Anodin (IRE),Insan Mala (IRE),Bahhare,Julian Hui Chun Hang Michele Monique Reis,Midfield - ridden 2f out - stayed on well from over 1f out - driven final 75yds - pressed winner closing stages but always held
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,5,3,11,1,2.25,2.5,Bear Again (SAF),4/5F,1.80,5,G,9-0,126,,1:39.03,Alexis Badel,D E Ferraris,73,77,,16126.69,Var (USA),Frequent Flyer (SAF),Silvano,Peter P C Fan Dr M Mok Hing Hung Montgomery Ho Shun Wah,Led - joined 2 1/2f out - ridden and headed 1 1/f out - no extra final 100yds
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,11,4,11,8,0.1,2.75,Rule Thee (NZ),22/1,23.00,7,G,8-3,115,,1:39.08,K C Leung,P OSullivan,62,66,,8413.93,Tavistock (NZ),Dantessa (NZ),Danasinga,Noble Wife Syndicate,Towards rear - ridden 1 1/2f out - stayed on final furlong
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,6,5,11,3,0.3,3,Mongolian Legend (AUS),53/1,54.00,6,G,8-11,123,,1:39.11,H W Lai,Y S Tsui,70,73,,4908.12,Fastnet Rock (AUS),Purde (NZ),Bahhare,Ma Chun Ling,Tracked leaders - ridden and kept on same pace from 2f out
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,2,6,11,2,1.25,4.25,Magnificent (GB),39/10,4.90,5,G,9-2,128,,1:39.32,H T Mo,L Ho,78,78,,,Zebedee (GB),Barathea Dancer (IRE),Barathea,Ting Ping Sing,In touch in midfield - ridden and slightly outpaced under 2f out - kept on same pace final furlong
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,10,7,11,9,1,5.25,Triumphant Horse (AUS),11/1,12.00,5,G,8-5,117,b,1:39.48,Silvestre De Sousa,Jimmy Ting,64,62,,,Captain Sonador (AUS),Just Hilda (AUS),Fusaichi Pegasus,Richard Mak Chi Hung,Midfield - forward move to track leaders 3f out - ridden 2 1/2f out - driven 1 1/2f out - weakened final furlong
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,9,8,11,5,0.3,5.5,London Luckystar (IRE),27/1,28.00,4,G,8-9,121,b,1:39.53,Joao Moreira,Douglas Whyte,68,65,,,Holy Roman Emperor (IRE),Midnight Partner (IRE),Marju,Yau Tim,Towards rear - ridden 1 1/2f out - kept on steadily final furlong - never dangerous
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,8,9,11,11,0.1,5.5,Beauty Icon (AUS),37/1,38.00,4,G,8-9,121,tb,1:39.54,Tony Piccone,A S Cruz,68,65,,,Epaulette (AUS),Flying Jet (AUS),Jet Spur,Eleanor Kwok Law Kwai Chun,Towards rear - steady headway into midfield 3f out - ridden 2f out - wide into straight and lost place - soon no impression
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,12,10,11,10,0.1,5.75,Comfort Life (AUS),66/1,67.00,6,G,8-2,114,t,1:39.58,M L Yeung,F C Lor,61,58,,,Smart Missile (AUS),Goldfinger (AUS),Dubai Destination,Happy And Free Syndicate,Always towards rear
2020-01-15,Happy-Valley,1:45,Edinburgh Handicap (Div II) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,4,11,11,4,1.75,7.5,Anonyma (SAF),155/1,156.00,5,G,9-0,126,t,1:39.86,Neil Callan,D E Ferraris,73,66,,,Silvano (GER),Nothing But Silk (AUS),Belong To Me,Ewo Syndicate,Towards rear of midfield - took closer order 3f out - short of room and lost place 2 1/2f out - soon ridden - weakened over 1f out
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,5,1,11,2,0,0,Vigor Fame (GER),77/20,4.85,6,G,8-12,124,ht,1:39.31,Silvestre De Sousa,Jimmy Ting,70,80,,79932.30,Lord Of England (GER),Shokogirl (GER),Sholokhov,Brave Heart Syndicate,Made all - ridden 2f out - driven over 1f out - pressed on both sides from 50yds out - found extra and kept on strongly closing stages - driven out
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,10,2,11,9,0.3,0.3,Big Bang Bong (IRE),13/1,14.00,7,G,8-7,119,t,1:39.36,Grant Van Niekerk,C W Chang,65,74,,30851.06,Big Bad Bob (IRE),Dreamaway (IRE),Oasis Dream,Lau Ng Mui Chu,Towards rear - ridden and good headway on inside from 1 1/2f out - pressed winner final 50yds out - kept on
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,7,3,11,3,0.3,.5,Surrealism (GB),17/10F,2.70,5,G,8-11,123,h,1:39.39,Karis Teetan,D E Ferraris,69,77,,16126.69,Exceed And Excel (AUS),Gradara (GB),Montjeu,Wong Chung Hin Arnold Wong Chi Chiu,Midfield - ridden 1 1/2f out - kept on well from over 1f out - pressed winner final 50yds
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,2,4,11,5,1.5,2,Namjong Plus (NZ),9/1,10.00,6,G,9-6,132,,1:39.64,M L Yeung,Y S Tsui,78,83,,8413.93,Zacinto (GB),Volkara (NZ),Volksraad,Claudia Sze Hill Tung,Towards rear of midfield - ridden 1 1/2f out - stayed on final furlong
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,8,5,11,8,.75,2.75,Gayson (NZ),47/1,48.00,4,G,8-10,122,b,1:39.77,Blake Shinn,John Moore,68,71,,4908.12,Savabeel (AUS),In The Mood (IRE),Hawk Wing,Vincent Li Hoi Yuen Justin Li Cheng Yan Vivian Li Yi Mei,Towards rear - wide into straight - ridden 1 1/2f out - stayed on final furlong
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,9,6,11,4,.5,3.25,Top Score (AUS),14/1,15.00,7,G,8-8,120,tb,1:39.85,C Y Ho,K W Lui,66,68,,,High Chaparral (IRE),Sarasota (AUS),Danehill,Francis Lui Sing Chuen,Midfield - ridden 2f out - driven and one pace from over 1f out
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,3,7,11,1,0.1,3.5,Planet Star (AUS),10/1,11.00,6,G,9-2,128,b,1:39.91,K C Leung,P OSullivan,74,76,,,Denman (AUS),Tell Someone (NZ),OReilly,Planet Racing Syndicate,Tracked leaders - ridden 2 1/2f out - weakened steadily final furlong
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,11,8,11,11,.5,4,Chung Wah Spirit (AUS),115/1,116.00,6,G,8-1,113,t,1:39.98,T H So,C H Yip,61,62,,,Dash For Cash (AUS),Letter From France (AUS),Exceed And Excel,Chung Wah Racing Syndicate,Behind - ridden 2f out - kept on steadily final furlong - never dangerous
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,4,9,11,6,1,5,Superbella (GB),35/1,36.00,4,G,9-2,128,,1:40.14,Alexis Badel,F C Lor,74,72,,,Passing Glance (GB),Lizzie Tudor (GB),Tamayuz,Elizabeth Lee Ho Ling,Towards rear of midfield - ridden 1 1/2f out - ridden 2f out - wide into straight - soon no impression
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,6,10,11,10,1.75,6.75,Picken (AUS),17/5,4.40,5,G,8-11,123,,1:40.44,Joao Moreira,J Size,69,63,,,Duporth (AUS),Baby Boom (AUS),Redoutes Choice,Dr Edwin Lam Chi Wan,Chased leader - ridden over 2f out - weakened quickly 150yds out
2020-01-15,Happy-Valley,12:45,Edinburgh Handicap (Div I) (3yo+) (Course C+3) (Turf),Flat,Class 3,,,3yo+,,1m,1815,1660,8f,Good,1,11,11,7,2.75,9.5,Epic (GB),23/1,24.00,5,G,9-7,133,p,1:40.89,Neil Callan,Richard Gibson,79,67,,,Camelot (GB),Seattle Ribbon (USA),Seattle Dancer,Kirk Wong King Wai,In touch - ridden 2f out - driven 1 1/2f out - weakened over 1f out
